,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Days,Month,PM25_subindex,PM10_subindex,NO2_subindex,NOx_subindex,NH3_subindex,CO_subindex,SO2_subindex,O3_subindex,cal_AQI,AQI_bucket
6547,Ahmedabad,2017-01-27,77.29182795698925,113.69166666666666,28.375966386554627,66.9715,50.10258333333332,0.0,28.375966386554627,65.83733333333333,43.7509243697479,0.0,0.0,0.0,,,27,1,157.63942652329752,109.12777777777778,83.714375,62.62822916666665,0.0,366.91744933267427,82.29666666666667,43.7509243697479,367.0,Very Poor
6554,Ahmedabad,2017-01-28,77.29182795698925,113.69166666666666,28.375966386554627,66.9715,50.10258333333332,0.0,28.375966386554627,65.83733333333333,43.7509243697479,0.0,0.0,0.0,,,28,1,157.63942652329752,109.12777777777778,83.714375,62.62822916666665,0.0,366.91744933267427,82.29666666666667,43.7509243697479,367.0,Very Poor
6559,Ahmedabad,2017-01-29,77.29182795698925,113.69166666666666,28.375966386554627,66.9715,50.10258333333332,0.0,28.375966386554627,65.83733333333333,43.7509243697479,0.0,0.0,0.0,,,29,1,157.63942652329752,109.12777777777778,83.714375,62.62822916666665,0.0,366.91744933267427,82.29666666666667,43.7509243697479,367.0,Very Poor
6577,Ahmedabad,2017-01-30,77.29182795698925,113.69166666666666,28.375966386554627,66.9715,50.10258333333332,0.0,28.375966386554627,65.83733333333333,43.7509243697479,0.0,0.0,0.0,,,30,1,157.63942652329752,109.12777777777778,83.714375,62.62822916666665,0.0,366.91744933267427,82.29666666666667,43.7509243697479,367.0,Very Poor
10981,Ahmedabad,2018-01-01,84.46,113.69166666666666,7.58,87.62,48.4,0.0,7.58,102.36,69.02,14.48,45.6,6.33,278.0,Poor,1,1,181.5333333333333,109.12777777777778,107.62,60.5,0.0,169.75,107.45333333333333,69.02,182.0,Moderate
10997,Ahmedabad,2018-01-02,76.51,113.69166666666666,9.26,76.69,44.32,0.0,9.26,103.46,93.51,14.29,61.83,7.48,256.0,Poor,2,1,155.03333333333336,109.12777777777778,95.8625,55.4,0.0,190.75,107.82,93.51000000000002,191.0,Moderate
11007,Ahmedabad,2018-01-03,63.88,113.69166666666666,13.87,69.32,44.16,0.0,13.87,70.3,105.33,12.77,60.99,9.5,300.0,Poor,3,1,112.93333333333334,109.12777777777778,86.64999999999999,55.199999999999996,0.0,255.28571428571428,87.875,107.83823529411764,255.0,Poor
11027,Ahmedabad,2018-01-04,81.1,113.69166666666666,19.42,109.07,67.15,0.0,19.42,93.3,65.69,19.56,72.46,11.29,532.0,Severe,4,1,170.33333333333331,109.12777777777778,129.07,83.9375,0.0,314.2352941176471,104.43333333333334,65.69,314.0,Very Poor
11047,Ahmedabad,2018-01-05,73.61,113.69166666666666,25.96,173.08,103.8,0.0,25.96,93.86,36.51,17.69,61.48,9.93,534.0,Severe,5,1,145.36666666666667,109.12777777777778,193.08,123.8,0.0,352.70588235294116,104.62,36.51,353.0,Very Poor
11055,Ahmedabad,2018-01-06,75.79,113.69166666666666,31.55,146.8,95.16,0.0,31.55,113.82,41.95,21.18,64.94,11.11,738.0,Severe,6,1,152.63333333333335,109.12777777777778,166.8,115.16,0.0,385.5882352941177,111.27333333333333,41.95,386.0,Very Poor
11078,Ahmedabad,2018-01-07,77.87,113.69166666666666,23.19,137.62,84.44,0.0,23.19,107.58,50.46,16.52,56.8,10.21,622.0,Severe,7,1,159.5666666666667,109.12777777777778,157.62,104.44,0.0,336.4117647058824,109.19333333333333,50.46,336.0,Very Poor
11101,Ahmedabad,2018-01-08,77.72,113.69166666666666,8.91,135.66,72.82,0.0,8.91,101.93,48.73,14.27,49.51,6.42,517.0,Severe,8,1,159.06666666666666,109.12777777777778,155.66,91.02499999999999,0.0,186.375,107.31,48.73,186.0,Moderate
11106,Ahmedabad,2018-01-09,66.89,113.69166666666666,5.86,92.57,49.53,0.0,5.86,89.53,68.56,9.0,37.96,4.21,216.0,Poor,9,1,122.96666666666667,109.12777777777778,112.57,61.9125,0.0,148.25,103.17666666666666,68.56,148.0,Moderate
11123,Ahmedabad,2018-01-10,74.57,113.69166666666666,16.31,133.53,77.31,0.0,16.31,103.2,55.23,12.18,55.8,8.0,316.0,Very Poor,10,1,148.56666666666663,109.12777777777778,153.53,96.6375,0.0,290.1428571428571,107.73333333333333,55.23,290.0,Poor
11154,Ahmedabad,2018-01-11,89.1,113.69166666666666,44.57,137.16,100.17,0.0,44.57,92.55,59.41,18.16,59.55,18.01,586.0,Severe,11,1,197.0,109.12777777777778,157.16,120.17,0.0,462.1764705882353,104.18333333333334,59.41,462.0,Severe
11168,Ahmedabad,2018-01-12,110.34,113.69166666666666,30.4,150.93,94.57,0.0,30.4,95.48,47.58,16.99,102.25,16.31,898.0,Severe,12,1,267.8,109.12777777777778,170.93,114.57,0.0,378.8235294117647,105.16,47.58,379.0,Very Poor
11174,Ahmedabad,2018-01-13,82.53,113.69166666666666,20.58,150.48,88.76,0.0,20.58,106.65,43.23,15.93,76.58,13.48,421.0,Severe,13,1,175.1,109.12777777777778,170.48,108.76,0.0,321.05882352941177,108.88333333333334,43.23,321.0,Very Poor
11191,Ahmedabad,2018-01-14,108.01,113.69166666666666,22.69,132.63,81.63,0.0,22.69,86.78,10.99,15.14,58.18,10.19,542.0,Severe,14,1,260.03333333333336,109.12777777777778,152.63,101.63,0.0,333.47058823529414,102.26,10.99,333.0,Very Poor
11210,Ahmedabad,2018-01-15,92.94,113.69166666666666,14.34,114.26,66.44,0.0,14.34,83.85,51.68,11.26,38.97,7.45,610.0,Severe,15,1,209.79999999999998,109.12777777777778,134.26,83.05,0.0,262.0,101.28333333333333,51.68,262.0,Poor
11226,Ahmedabad,2018-01-16,87.3,113.69166666666666,44.01,163.43,112.56,0.0,44.01,127.99,12.21,18.24,77.88,13.33,716.0,Severe,16,1,191.0,109.12777777777778,183.43,132.56,0.0,458.88235294117646,115.99666666666667,12.21,459.0,Severe
11251,Ahmedabad,2018-01-17,89.06,113.69166666666666,29.54,132.69,86.77,0.0,29.54,119.07,41.74,25.0,85.81,13.5,804.0,Severe,17,1,196.86666666666667,109.12777777777778,152.69,106.77,0.0,373.7647058823529,113.02333333333333,41.74,374.0,Very Poor
11270,Ahmedabad,2018-01-18,51.61,113.69166666666666,32.42,127.3,86.29,0.0,32.42,100.99,31.7,14.07,54.29,9.53,656.0,Severe,18,1,86.01666666666667,109.12777777777778,147.3,106.29,0.0,390.7058823529412,106.99666666666667,31.7,391.0,Very Poor
11274,Ahmedabad,2018-01-19,91.13,113.69166666666666,65.07,169.17,131.09,0.0,65.07,128.78,25.03,21.46,61.87,9.84,1201.0,Severe,19,1,203.76666666666665,109.12777777777778,189.17,151.09,0.0,582.7647058823529,116.26,25.03,583.0,Severe
11306,Ahmedabad,2018-01-20,88.69,113.69166666666666,52.45,164.88,122.7,0.0,52.45,100.85,60.49,26.98,118.22,24.42,,,20,1,195.63333333333333,109.12777777777778,184.88,142.7,0.0,508.5294117647059,106.95,60.49,509.0,Severe
11316,Ahmedabad,2018-01-21,108.92,113.69166666666666,30.7,273.39,155.55,0.0,30.7,113.34,59.23,39.79,189.75,48.76,595.0,Severe,21,1,263.06666666666666,109.12777777777778,293.39,175.55,0.0,380.5882352941177,111.11333333333333,59.23,381.0,Very Poor
11330,Ahmedabad,2018-01-22,89.63,113.69166666666666,9.92,141.29,76.32,0.0,9.92,124.11,70.9,14.07,48.33,4.11,384.0,Very Poor,22,1,198.76666666666665,109.12777777777778,161.29,95.39999999999999,0.0,199.0,114.70333333333333,70.9,199.0,Moderate
11346,Ahmedabad,2018-01-23,55.27,113.69166666666666,29.44,86.96,66.11,0.0,29.44,91.67,47.71,7.96,40.51,7.73,332.0,Very Poor,23,1,92.11666666666667,109.12777777777778,106.96,82.6375,0.0,373.1764705882353,103.89,47.71,373.0,Very Poor
11371,Ahmedabad,2018-01-24,97.88,113.69166666666666,52.63,123.1,111.32,0.0,52.63,100.55,40.9,25.75,109.29,18.66,1155.0,Severe,24,1,226.26666666666665,109.12777777777778,143.1,131.32,0.0,509.5882352941177,106.85,40.9,510.0,Severe
11380,Ahmedabad,2018-01-25,128.56,113.69166666666666,89.57,160.65,157.6,0.0,89.57,124.43,40.06,36.0,111.01,29.73,1355.0,Severe,25,1,306.5846153846154,109.12777777777778,180.65,177.6,0.0,726.8823529411764,114.81,40.06,727.0,Severe
11394,Ahmedabad,2018-01-26,103.63,113.69166666666666,52.92,173.52,132.44,0.0,52.92,96.19,43.5,24.12,102.83,20.09,1367.0,Severe,26,1,245.4333333333333,109.12777777777778,193.52000000000004,152.44,0.0,511.29411764705884,105.39666666666666,43.5,511.0,Severe
11411,Ahmedabad,2018-01-27,102.16,113.69166666666666,15.17,145.55,82.32,0.0,15.17,137.02,63.22,13.51,56.14,5.82,795.0,Severe,27,1,240.5333333333333,109.12777777777778,165.55,102.32,0.0,273.8571428571429,119.00666666666667,63.22,274.0,Poor
11435,Ahmedabad,2018-01-28,89.53,113.69166666666666,35.38,122.51,94.35,0.0,35.38,156.59,83.69,14.9,82.3,12.69,430.0,Severe,28,1,198.43333333333334,109.12777777777778,142.51000000000002,114.35,0.0,408.11764705882354,125.53,83.69,408.0,Severe
11451,Ahmedabad,2018-01-29,101.92,113.69166666666666,65.27,189.67,141.23,0.0,65.27,125.54,41.52,18.18,69.89,13.38,1153.0,Severe,29,1,239.73333333333335,109.12777777777778,209.67,161.23,0.0,583.9411764705882,115.18,41.52,584.0,Severe
11462,Ahmedabad,2018-01-30,117.99,113.69166666666666,83.78,203.41,161.75,0.0,83.78,147.58,41.0,24.68,100.81,19.45,1414.0,Severe,30,1,293.29999999999995,109.12777777777778,223.41,181.75,0.0,692.8235294117646,122.52666666666667,41.0,693.0,Severe
17444,Ahmedabad,2019-01-01,110.71,113.69166666666666,63.03,111.56,100.04,0.0,63.03,80.15,57.12,4.08,32.33,6.93,1474.0,Severe,1,1,269.0333333333333,109.12777777777778,131.56,120.04,0.0,570.7647058823529,100.05,57.12,571.0,Severe
17470,Ahmedabad,2019-01-02,147.57,113.69166666666666,59.56,107.46,129.87,0.0,59.56,47.7,48.23,4.1,32.34,6.99,1246.0,Severe,2,1,321.2076923076923,109.12777777777778,127.46,149.87,0.0,550.3529411764706,59.625,48.23,550.0,Severe
17487,Ahmedabad,2019-01-03,131.5,113.69166666666666,119.68,75.82,88.04,0.0,119.68,55.29,43.25,4.09,32.42,7.0,1719.0,Severe,3,1,308.84615384615387,109.12777777777778,94.77499999999999,108.04,0.0,904.0,69.1125,43.25,904.0,Severe
17495,Ahmedabad,2019-01-04,102.12,113.69166666666666,57.92,95.29,54.93,0.0,57.92,69.02,51.71,4.09,32.38,6.98,1264.0,Severe,4,1,240.4,109.12777777777778,115.29,68.6625,0.0,540.7058823529412,86.27499999999999,51.71,541.0,Severe
17526,Ahmedabad,2019-01-05,115.0,113.69166666666666,63.86,111.04,61.99,0.0,63.86,86.65,59.25,4.12,32.43,6.97,1127.0,Severe,5,1,283.3333333333333,109.12777777777778,131.04000000000002,77.4875,0.0,575.6470588235294,102.21666666666667,59.25,576.0,Severe
17545,Ahmedabad,2019-01-06,84.84,113.69166666666666,40.16,72.85,39.55,0.0,40.16,52.52,59.42,4.12,32.35,7.02,908.0,Severe,6,1,182.8,109.12777777777778,91.0625,49.43749999999999,0.0,436.235294117647,65.65,59.42,436.0,Severe
17547,Ahmedabad,2019-01-07,74.62,113.69166666666666,8.16,73.22,21.96,0.0,8.16,48.21,74.83,4.12,32.35,6.99,236.0,Poor,7,1,148.73333333333335,109.12777777777778,91.525,27.45,0.0,177.0,60.2625,74.83,177.0,Moderate
17574,Ahmedabad,2019-01-08,89.72,113.69166666666666,13.83,80.78,26.92,0.0,13.83,56.43,73.64,4.09,32.39,6.99,313.0,Very Poor,8,1,199.06666666666666,109.12777777777778,100.78,33.65,0.0,254.71428571428572,70.5375,73.64,255.0,Poor
17593,Ahmedabad,2019-01-09,84.03,113.69166666666666,26.24,90.66,36.19,0.0,26.24,63.72,72.75,4.13,32.39,7.07,471.0,Severe,9,1,180.1,109.12777777777778,110.66,45.2375,0.0,354.3529411764706,79.65,72.75,354.0,Very Poor
17605,Ahmedabad,2019-01-10,82.79,113.69166666666666,32.14,79.69,36.86,0.0,32.14,59.98,60.48,4.14,32.36,7.02,661.0,Severe,10,1,175.9666666666667,109.12777777777778,99.6125,46.075,0.0,389.05882352941177,74.975,60.48,389.0,Very Poor
17625,Ahmedabad,2019-01-11,76.38,113.69166666666666,42.44,82.76,43.33,0.0,42.44,70.61,59.68,4.12,32.37,7.02,711.0,Severe,11,1,154.6,109.12777777777778,102.76,54.162499999999994,0.0,449.6470588235294,88.2625,59.68,450.0,Severe
17637,Ahmedabad,2019-01-12,66.01,113.69166666666666,53.08,73.79,46.37,0.0,53.08,61.71,73.43,4.11,32.35,6.96,854.0,Severe,12,1,120.03333333333335,109.12777777777778,92.23750000000001,57.9625,0.0,512.2352941176471,77.1375,73.43,512.0,Severe
17671,Ahmedabad,2019-01-13,116.42,113.69166666666666,63.2,82.77,54.86,0.0,63.2,64.52,59.07,4.16,32.4,6.95,1258.0,Severe,13,1,288.06666666666666,109.12777777777778,102.77,68.575,0.0,571.7647058823529,80.64999999999999,59.07,572.0,Severe
17679,Ahmedabad,2019-01-14,75.49,113.69166666666666,9.04,61.8,19.74,0.0,9.04,34.03,80.26,4.16,32.44,7.03,407.0,Severe,14,1,151.63333333333333,109.12777777777778,77.25,24.674999999999997,0.0,188.0,42.5375,80.26,188.0,Moderate
17691,Ahmedabad,2019-01-15,66.97,113.69166666666666,6.96,37.35,12.77,0.0,6.96,28.48,89.73,4.11,32.42,7.03,172.0,Moderate,15,1,123.23333333333333,109.12777777777778,46.6875,15.9625,0.0,162.0,35.6,89.73,162.0,Moderate
17725,Ahmedabad,2019-01-16,161.09,113.69166666666666,101.89,116.48,108.56,0.0,101.89,64.92,84.85,4.06,32.36,6.94,116.0,Moderate,16,1,331.60769230769233,109.12777777777778,136.48000000000002,128.56,0.0,799.3529411764706,81.15,84.85,799.0,Severe
17729,Ahmedabad,2019-01-17,124.45,113.69166666666666,96.21,97.63,81.12,0.0,96.21,56.28,53.72,4.11,32.36,6.97,1302.0,Severe,17,1,303.4230769230769,109.12777777777778,117.63,101.12,0.0,765.9411764705882,70.35,53.72,766.0,Severe
17745,Ahmedabad,2019-01-18,95.15,113.69166666666666,48.24,95.6,49.59,0.0,48.24,79.66,52.85,4.12,32.33,6.96,1275.0,Severe,18,1,217.16666666666669,109.12777777777778,115.6,61.987500000000004,0.0,483.7647058823529,99.57499999999999,52.85,484.0,Severe
17763,Ahmedabad,2019-01-19,73.58,113.69166666666666,32.68,80.71,37.41,0.0,32.68,56.74,36.97,4.1,32.3,6.96,527.0,Severe,19,1,145.26666666666665,109.12777777777778,100.71,46.762499999999996,0.0,392.2352941176471,70.92500000000001,36.97,392.0,Very Poor
17781,Ahmedabad,2019-01-20,86.32,113.69166666666666,49.43,104.79,54.37,0.0,49.43,79.76,35.32,4.1,32.33,6.95,839.0,Severe,20,1,187.7333333333333,109.12777777777778,124.79,67.9625,0.0,490.7647058823529,99.7,35.32,491.0,Severe
17815,Ahmedabad,2019-01-21,149.26,113.69166666666666,78.38,85.92,65.56,0.0,78.38,98.89,27.07,4.1,32.4,6.95,1537.0,Severe,21,1,322.5076923076923,109.12777777777778,105.92,81.95,0.0,661.0588235294117,106.29666666666667,27.07,661.0,Severe
17827,Ahmedabad,2019-01-22,70.06,113.69166666666666,26.17,55.69,27.82,0.0,26.17,62.14,23.56,4.09,32.34,7.02,547.0,Severe,22,1,133.53333333333333,109.12777777777778,69.6125,34.775,0.0,353.94117647058823,77.675,23.56,354.0,Very Poor
17852,Ahmedabad,2019-01-23,86.59,113.69166666666666,40.08,82.87,42.04,0.0,40.08,83.72,32.62,4.11,32.35,6.95,716.0,Severe,23,1,188.63333333333335,109.12777777777778,102.87,52.55,0.0,435.7647058823529,101.24,32.62,436.0,Severe
17868,Ahmedabad,2019-01-24,74.12,113.69166666666666,18.26,81.45,29.55,0.0,18.26,94.78,39.51,4.12,32.33,6.92,464.0,Severe,24,1,147.0666666666667,109.12777777777778,101.45,36.9375,0.0,307.4117647058824,104.92666666666666,39.51,307.0,Very Poor
17878,Ahmedabad,2019-01-25,52.92,113.69166666666666,11.03,63.81,21.32,0.0,11.03,63.17,43.54,4.07,32.32,6.95,302.0,Very Poor,25,1,88.2,109.12777777777778,79.7625,26.65,0.0,214.7142857142857,78.9625,43.54,215.0,Poor
17898,Ahmedabad,2019-01-26,47.26,113.69166666666666,16.22,64.71,24.43,0.0,16.22,63.03,20.0,4.04,32.31,6.95,260.0,Poor,26,1,78.76666666666667,109.12777777777778,80.88749999999999,30.5375,0.0,288.85714285714283,78.7875,20.0,289.0,Poor
17911,Ahmedabad,2019-01-27,52.79,113.69166666666666,18.13,59.21,24.19,0.0,18.13,37.29,43.7509243697479,4.07,32.34,6.93,430.0,Severe,27,1,87.98333333333333,109.12777777777778,74.0125,30.2375,0.0,306.6470588235294,46.6125,43.7509243697479,307.0,Very Poor
17941,Ahmedabad,2019-01-28,63.68,113.69166666666666,22.56,67.41,28.61,0.0,22.56,37.73,53.12,4.06,32.32,6.93,477.0,Severe,28,1,112.26666666666667,109.12777777777778,84.26249999999999,35.7625,0.0,332.70588235294116,47.162499999999994,53.12,333.0,Very Poor
17952,Ahmedabad,2019-01-29,73.37,113.69166666666666,16.1,77.92,27.51,0.0,16.1,38.59,39.08,4.05,32.28,6.92,491.0,Severe,29,1,144.5666666666667,109.12777777777778,97.4,34.3875,0.0,287.14285714285717,48.237500000000004,39.08,287.0,Poor
17963,Ahmedabad,2019-01-30,55.24,113.69166666666666,34.37,83.79,39.08,0.0,34.37,78.4,40.04,4.01,32.3,6.94,470.0,Severe,30,1,92.06666666666666,109.12777777777778,103.79,48.85,0.0,402.1764705882353,98.0,40.04,402.0,Severe
24895,Ahmedabad,2020-01-01,79.57,131.62,3.78,12.64,8.99,0.0,3.78,27.7,23.67,4.21,31.42,2.52,216.0,Poor,1,1,165.2333333333333,121.08,15.8,11.2375,0.0,122.25,34.625,23.67,165.0,Moderate
24909,Ahmedabad,2020-01-02,72.59,128.86,3.63,14.38,9.73,0.0,3.63,23.96,23.67,3.71,31.14,2.52,162.0,Moderate,2,1,141.9666666666667,119.24000000000001,17.975,12.1625,0.0,120.375,29.95,23.67,142.0,Moderate
24951,Ahmedabad,2020-01-03,69.54,128.99,7.06,15.13,12.65,0.0,7.06,35.78,23.66,4.78,31.14,2.52,220.0,Poor,3,1,131.8,119.32666666666667,18.9125,15.8125,0.0,163.25,44.725,23.66,163.0,Moderate
24955,Ahmedabad,2020-01-04,66.2,138.47,8.97,20.79,16.84,0.0,8.97,38.98,23.65,4.12,31.14,2.52,254.0,Poor,4,1,120.66666666666667,125.64666666666668,25.9875,21.05,0.0,187.125,48.724999999999994,23.65,187.0,Moderate
24981,Ahmedabad,2020-01-05,55.99,110.41,5.41,15.34,11.53,0.0,5.41,45.83,23.61,3.3,31.14,2.52,255.0,Poor,5,1,93.31666666666666,106.94,19.175,14.4125,0.0,142.625,57.287499999999994,23.61,143.0,Moderate
25017,Ahmedabad,2020-01-06,46.96,109.44,7.17,16.88,13.58,0.0,7.17,38.11,23.64,2.75,31.14,2.52,175.0,Moderate,6,1,78.26666666666667,106.29333333333334,21.1,16.975,0.0,164.625,47.6375,23.64,165.0,Moderate
25024,Ahmedabad,2020-01-07,70.06,161.09,7.37,22.67,16.56,0.0,7.37,58.67,23.58,2.75,31.14,2.52,285.0,Poor,7,1,133.53333333333333,140.72666666666666,28.3375,20.699999999999996,0.0,167.125,73.3375,23.58,167.0,Moderate
25048,Ahmedabad,2020-01-08,61.4,118.44,2.38,16.33,9.74,0.0,2.38,30.54,23.59,2.75,31.14,2.52,157.0,Moderate,8,1,104.66666666666666,112.29333333333334,20.412499999999998,12.175,0.0,104.75,38.175,23.59,112.0,Moderate
25078,Ahmedabad,2020-01-09,38.89,93.4,2.41,14.14,8.7,0.0,2.41,46.78,23.64,2.75,31.14,2.52,129.0,Moderate,9,1,64.81666666666666,93.4,17.675,10.874999999999998,0.0,105.125,58.475,23.64,105.0,Moderate
25093,Ahmedabad,2020-01-10,56.14,108.83,2.5,11.65,7.55,0.0,2.5,26.75,23.58,2.75,31.14,2.52,129.0,Moderate,10,1,93.56666666666666,105.88666666666667,14.5625,9.4375,0.0,106.25,33.4375,23.58,106.0,Moderate
25125,Ahmedabad,2020-01-11,59.96,109.98,2.38,14.37,8.79,0.0,2.38,45.44,23.58,2.75,31.14,2.52,114.0,Moderate,11,1,99.93333333333334,106.65333333333334,17.9625,10.987499999999999,0.0,104.75,56.8,23.58,107.0,Moderate
25156,Ahmedabad,2020-01-12,83.9,152.94,8.81,20.66,16.65,0.0,8.81,58.01,23.56,4.42,31.14,2.52,212.0,Poor,12,1,179.66666666666669,135.29333333333335,25.825,20.812499999999996,0.0,185.125,72.51249999999999,23.56,185.0,Moderate
25176,Ahmedabad,2020-01-13,89.34,143.84,8.08,19.05,15.32,0.0,8.08,62.71,23.69,4.45,31.14,2.52,368.0,Very Poor,13,1,197.8,129.22666666666666,23.8125,19.15,0.0,176.0,78.3875,23.69,198.0,Moderate
25194,Ahmedabad,2020-01-14,39.83,44.53,3.26,16.42,10.29,0.0,3.26,25.78,23.62,2.72,30.82,2.49,189.0,Moderate,14,1,66.38333333333333,44.53,20.525000000000002,12.8625,0.0,115.75,32.225,23.62,116.0,Moderate
25210,Ahmedabad,2020-01-15,53.27,90.4,3.59,16.01,10.43,0.0,3.59,19.5,23.66,2.72,30.82,2.49,142.0,Moderate,15,1,88.78333333333333,90.4,20.012500000000003,13.0375,0.0,119.875,24.375,23.66,120.0,Moderate
25231,Ahmedabad,2020-01-16,40.07,79.32,3.75,13.41,9.34,0.0,3.75,10.67,23.6,2.75,31.14,2.52,152.0,Moderate,16,1,66.78333333333333,79.32,16.7625,11.675,0.0,121.875,13.3375,23.6,122.0,Moderate
25268,Ahmedabad,2020-01-17,80.24,219.84,20.06,15.61,22.26,0.0,20.06,36.88,23.62,2.36,34.32,2.3,334.0,Very Poor,17,1,167.46666666666664,179.89333333333332,19.5125,27.825,0.0,318.0,46.10000000000001,23.62,318.0,Very Poor
25290,Ahmedabad,2020-01-18,59.51,106.43,24.98,25.39,30.87,0.0,24.98,71.69,23.57,1.82,38.68,2.0,547.0,Severe,18,1,99.18333333333334,104.28666666666668,31.7375,38.5875,0.0,346.94117647058823,89.6125,23.57,347.0,Very Poor
25303,Ahmedabad,2020-01-19,36.05,79.23,13.05,22.26,20.59,0.0,13.05,46.67,23.6,1.82,38.68,2.0,375.0,Very Poor,19,1,60.08333333333333,79.23,27.825,25.7375,0.0,243.57142857142858,58.337500000000006,23.6,244.0,Poor
25331,Ahmedabad,2020-01-20,36.21,82.86,20.86,15.65,22.94,0.0,20.86,44.86,23.6,1.47,34.83,1.49,384.0,Very Poor,20,1,60.35,82.86,19.5625,28.675,0.0,322.70588235294116,56.075,23.6,323.0,Very Poor
25364,Ahmedabad,2020-01-21,51.15,123.03,33.0,25.32,36.81,0.0,33.0,84.52,23.61,1.15,31.37,1.04,529.0,Severe,21,1,85.25,115.35333333333334,31.65,46.0125,0.0,394.11764705882354,101.50666666666666,23.61,394.0,Very Poor
25388,Ahmedabad,2020-01-22,51.32,121.82,20.18,23.56,26.48,0.0,20.18,50.3,23.6,1.15,31.37,1.04,449.0,Severe,22,1,85.53333333333333,114.54666666666665,29.45,33.1,0.0,318.70588235294116,62.875,23.6,319.0,Very Poor
25405,Ahmedabad,2020-01-23,38.71,88.47,10.39,16.11,15.61,0.0,10.39,34.63,23.56,1.15,31.37,1.04,483.0,Severe,23,1,64.51666666666667,88.47,20.1375,19.5125,0.0,205.57142857142858,43.28750000000001,23.56,206.0,Poor
25442,Ahmedabad,2020-01-24,40.83,96.12,18.14,19.84,3.56,0.0,18.14,54.28,23.58,0.18,4.83,0.16,,,24,1,68.05,96.12,24.8,4.45,0.0,306.70588235294116,67.85,23.58,307.0,Very Poor
25463,Ahmedabad,2020-01-25,61.05,132.46,19.52,23.86,26.05,0.0,19.52,144.29,47.16,1.15,31.37,1.04,,,25,1,103.49999999999999,121.64000000000001,29.825,32.5625,0.0,314.8235294117647,121.42999999999999,47.16,315.0,Very Poor
25468,Ahmedabad,2020-01-26,62.03,191.09,118.0,12.48,74.5,0.0,118.0,112.57,36.76,1.15,31.37,1.04,,,26,1,106.76666666666667,160.72666666666666,15.6,93.125,0.0,894.1176470588235,110.85666666666667,36.76,894.0,Severe
25509,Ahmedabad,2020-01-27,33.93,85.43,9.53,30.39,21.94,0.0,9.53,51.25,41.25,1.15,31.37,1.04,,,27,1,56.55,85.43,37.9875,27.425,0.0,194.125,64.0625,41.25,194.0,Moderate
25520,Ahmedabad,2020-01-28,18.03,66.54,11.31,18.02,17.23,0.0,11.31,35.39,30.29,1.15,31.37,1.04,289.0,Poor,28,1,30.05,66.54,22.525,21.5375,0.0,218.71428571428572,44.2375,30.29,219.0,Poor
25547,Ahmedabad,2020-01-29,28.77,73.99,20.76,21.98,25.69,0.0,20.76,40.13,32.37,1.05,30.73,1.07,204.0,Poor,29,1,47.95,73.99,27.475,32.1125,0.0,322.11764705882354,50.1625,32.37,322.0,Very Poor
25580,Ahmedabad,2020-01-30,41.74,92.88,36.07,26.88,38.15,0.0,36.07,100.04,30.37,1.02,30.57,1.08,528.0,Severe,30,1,69.56666666666666,92.88,33.6,47.6875,0.0,412.1764705882353,106.68,30.37,412.0,Severe
